relative_path,variable,storage_dtype,shape,definition,unit,semantic_status,missing_value_note
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,dS_MAE_mobile_co2_raw,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,dS_Bias_mobile_co2_raw,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,n_mobile_co2_raw,CSV text/parsed scalar,5792 rows,Count or iteration index identified by the originating evaluator,count,DERIVED_FROM_FIELD_NAME,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,S_RMSE_excess_plume_dS005,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,S_MAE_excess_plume_dS005,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,S_Bias_excess_plume_dS005,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,dS_RMSE_excess_plume_dS005,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,dS_MAE_excess_plume_dS005,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,dS_Bias_excess_plume_dS005,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,n_excess_plume_dS005,CSV text/parsed scalar,5792 rows,Count or iteration index identified by the originating evaluator,count,DERIVED_FROM_FIELD_NAME,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,S_RMSE_excess_mobile_dS002,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,S_MAE_excess_mobile_dS002,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,S_Bias_excess_mobile_dS002,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,dS_RMSE_excess_mobile_dS002,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,dS_MAE_excess_mobile_dS002,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,dS_Bias_excess_mobile_dS002,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,n_excess_mobile_dS002,CSV text/parsed scalar,5792 rows,Count or iteration index identified by the originating evaluator,count,DERIVED_FROM_FIELD_NAME,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,S_RMSE_excess_background_dS001,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,S_MAE_excess_background_dS001,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,S_Bias_excess_background_dS001,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,dS_RMSE_excess_background_dS001,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,dS_MAE_excess_background_dS001,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,dS_Bias_excess_background_dS001,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,n_excess_background_dS001,CSV text/parsed scalar,5792 rows,Count or iteration index identified by the originating evaluator,count,DERIVED_FROM_FIELD_NAME,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,S_RMSE_excess_leading_band_dS005,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,S_MAE_excess_leading_band_dS005,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,S_Bias_excess_leading_band_dS005,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,dS_RMSE_excess_leading_band_dS005,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,dS_MAE_excess_leading_band_dS005,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,dS_Bias_excess_leading_band_dS005,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,n_excess_leading_band_dS005,CSV text/parsed scalar,5792 rows,Count or iteration index identified by the originating evaluator,count,DERIVED_FROM_FIELD_NAME,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,IC_S_RMSE_vs_S_IC_CO2,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,IC_S_Bias_vs_S_IC_CO2,CSV text/parsed scalar,5792 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,plot_label,CSV text/parsed scalar,5792 rows,Plot label,text,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/2ac99a986403_by_time_global_accuracy.csv,plot_group,CSV text/parsed scalar,5792 rows,Plot grouping identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/32e314f5d40a_by_seed.csv,case,CSV text/parsed scalar,96 rows,Physical-case identifier (H or K),identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/32e314f5d40a_by_seed.csv,role,CSV text/parsed scalar,96 rows,Model role in the cumulative construction,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/32e314f5d40a_by_seed.csv,grid,CSV text/parsed scalar,96 rows,Evaluation-grid identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/32e314f5d40a_by_seed.csv,mapping,CSV text/parsed scalar,96 rows,Reference-to-evaluation-grid mapping method,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/32e314f5d40a_by_seed.csv,seed,CSV text/parsed scalar,96 rows,Training random seed,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/32e314f5d40a_by_seed.csv,error,CSV text/parsed scalar,96 rows,Common area-weighted CO2 inventory relative error,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/32e314f5d40a_by_seed.csv,raw_reference_error,CSV text/parsed scalar,96 rows,Common inventory error before the archived reference-EOS adjustment,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/32e314f5d40a_by_seed.csv,unclipped_error,CSV text/parsed scalar,96 rows,Common inventory error without EOS-domain clipping,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/32e314f5d40a_by_seed.csv,initial_error,CSV text/parsed scalar,96 rows,Common inventory relative error at the initial snapshot,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/32e314f5d40a_by_seed.csv,reference_peak_kg_per_m,CSV text/parsed scalar,96 rows,Areal-model inventory quantity identified by the originating evaluator,kg m-1,UNIT_VERIFIED_DEFINITION_DERIVED,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/32e314f5d40a_by_seed.csv,raw_eos_reference_difference,CSV text/parsed scalar,96 rows,Relative difference between raw and shared-EOS reference inventories,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/32e314f5d40a_by_seed.csv,max_clipped_fraction,CSV text/parsed scalar,96 rows,Maximum fraction of quadrature cells requiring EOS-domain clipping,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/32e314f5d40a_by_seed.csv,min_pressure_pa,CSV text/parsed scalar,96 rows,Pressure-derived quantity identified by the originating evaluator,Pa,UNIT_VERIFIED_DEFINITION_DERIVED,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/32e314f5d40a_by_seed.csv,max_pressure_pa,CSV text/parsed scalar,96 rows,Pressure-derived quantity identified by the originating evaluator,Pa,UNIT_VERIFIED_DEFINITION_DERIVED,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/32e314f5d40a_by_seed.csv,effective_area_m2,CSV text/parsed scalar,96 rows,Effective quadrature area after excluded-well masking,m2,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/40cd0b2f65da_snapshot_metadata.json,label,str,scalar or nested JSON,Display label,text,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/40cd0b2f65da_snapshot_metadata.json,run_id,str,scalar or nested JSON,Archived run identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/40cd0b2f65da_snapshot_metadata.json,exp_name,str,scalar or nested JSON,Experiment identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/40cd0b2f65da_snapshot_metadata.json,training_strategy,str,scalar or nested JSON,Training-strategy identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/40cd0b2f65da_snapshot_metadata.json,leave_out,str,scalar or nested JSON,Leave-one-out component identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/40cd0b2f65da_snapshot_metadata.json,checkpoint,str,scalar or nested JSON,Checkpoint locator captured in the source metadata,path,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/40cd0b2f65da_snapshot_metadata.json,times,list,scalar or nested JSON,Nested list of selected snapshot tags and physical times,JSON object,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/42ecb985478c_snapshot_metadata.json,label,str,scalar or nested JSON,Display label,text,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/42ecb985478c_snapshot_metadata.json,run_id,str,scalar or nested JSON,Archived run identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/42ecb985478c_snapshot_metadata.json,exp_name,str,scalar or nested JSON,Experiment identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/42ecb985478c_snapshot_metadata.json,training_strategy,str,scalar or nested JSON,Training-strategy identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/42ecb985478c_snapshot_metadata.json,leave_out,str,scalar or nested JSON,Leave-one-out component identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/42ecb985478c_snapshot_metadata.json,checkpoint,str,scalar or nested JSON,Checkpoint locator captured in the source metadata,path,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/42ecb985478c_snapshot_metadata.json,times,list,scalar or nested JSON,Nested list of selected snapshot tags and physical times,JSON object,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/44586ea104cb_snapshot_grid.npz,X,float64,500x500,Cartesian x-coordinate on the 500 x 500 display grid,m,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/44586ea104cb_snapshot_grid.npz,Y,float64,500x500,Cartesian y-coordinate on the 500 x 500 display grid,m,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/44586ea104cb_snapshot_grid.npz,p_true,float64,500x500,IC-FERST reference pressure,Pa,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/44586ea104cb_snapshot_grid.npz,p_pred,float64,500x500,PINN-predicted physical pressure,Pa,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/44586ea104cb_snapshot_grid.npz,p_error,float64,500x500,"Signed pressure error, prediction minus reference",Pa,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/44586ea104cb_snapshot_grid.npz,S_true,float64,500x500,IC-FERST reference CO2 saturation,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/44586ea104cb_snapshot_grid.npz,S_pred,float64,500x500,PINN-predicted CO2 saturation,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/44586ea104cb_snapshot_grid.npz,S_error,float64,500x500,"Signed CO2-saturation error, prediction minus reference",1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/44586ea104cb_snapshot_grid.npz,time_seconds,float64,scalar,Physical simulation time,s,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/44586ea104cb_snapshot_grid.npz,time_display,float64,scalar,Physical simulation time in the unit named by time_unit,see time_unit,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/44586ea104cb_snapshot_grid.npz,time_unit,<U4,scalar,Unit label for time_display,text,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/44ce4bae0f55_by_run.csv,case,CSV text/parsed scalar,76 rows,Physical-case identifier (H or K),identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/44ce4bae0f55_by_run.csv,run_id,CSV text/parsed scalar,76 rows,Archived run identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/44ce4bae0f55_by_run.csv,role,CSV text/parsed scalar,76 rows,Model role in the cumulative construction,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/44ce4bae0f55_by_run.csv,seed,CSV text/parsed scalar,76 rows,Training random seed,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/44ce4bae0f55_by_run.csv,n_both_present,CSV text/parsed scalar,76 rows,Count or iteration index identified by the originating evaluator,count,DERIVED_FROM_FIELD_NAME,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/44ce4bae0f55_by_run.csv,n_predicted_missing,CSV text/parsed scalar,76 rows,Count or iteration index identified by the originating evaluator,count,DERIVED_FROM_FIELD_NAME,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/44ce4bae0f55_by_run.csv,initial_false_front,CSV text/parsed scalar,76 rows,Indicator that a predicted initial contour exists when the reference contour does not,boolean,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/44ce4bae0f55_by_run.csv,conditional_chamfer_m,CSV text/parsed scalar,76 rows,Conditional symmetric front-contour Chamfer distance,m,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/44ce4bae0f55_by_run.csv,all_defined_penalized_m,CSV text/parsed scalar,76 rows,Contour distance with the declared penalty applied to all defined cases,m,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/44ce4bae0f55_by_run.csv,reference_present_penalized_m,CSV text/parsed scalar,76 rows,Contour distance with the declared penalty when a reference contour is present,m,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/44ce4bae0f55_by_run.csv,IC_grid_S_RMSE,CSV text/parsed scalar,76 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/44ce4bae0f55_by_run.csv,IC_grid_S_bias,CSV text/parsed scalar,76 rows,Dimensionless or normalized diagnostic; exact normalization is defined in the originating evaluator,1,DERIVED_REQUIRES_EVALUATOR_REFERENCE,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/464c44c6a76b_paired_effects.csv,study,CSV text/parsed scalar,130 rows,Study identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/464c44c6a76b_paired_effects.csv,role,CSV text/parsed scalar,130 rows,Model role in the cumulative construction,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/464c44c6a76b_paired_effects.csv,base,CSV text/parsed scalar,130 rows,Baseline role for a paired comparison,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/464c44c6a76b_paired_effects.csv,metric,CSV text/parsed scalar,130 rows,Metric identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/464c44c6a76b_paired_effects.csv,mean_percent,CSV text/parsed scalar,130 rows,Percentage quantity identified by the originating evaluator,%,UNIT_VERIFIED_DEFINITION_DERIVED,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/464c44c6a76b_paired_effects.csv,SD_percent,CSV text/parsed scalar,130 rows,Percentage quantity identified by the originating evaluator,%,UNIT_VERIFIED_DEFINITION_DERIVED,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/464c44c6a76b_paired_effects.csv,n_increased,CSV text/parsed scalar,130 rows,Number of seeds with a positive paired change,count,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/464c44c6a76b_paired_effects.csv,n,CSV text/parsed scalar,130 rows,Number of observations contributing to the summary,count,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/4c132295533d_K_paired_effects.csv,role,CSV text/parsed scalar,15 rows,Model role in the cumulative construction,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/4c132295533d_K_paired_effects.csv,metric,CSV text/parsed scalar,15 rows,Metric identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/4c132295533d_K_paired_effects.csv,mean_percent,CSV text/parsed scalar,15 rows,Percentage quantity identified by the originating evaluator,%,UNIT_VERIFIED_DEFINITION_DERIVED,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/4c132295533d_K_paired_effects.csv,SD_percent,CSV text/parsed scalar,15 rows,Percentage quantity identified by the originating evaluator,%,UNIT_VERIFIED_DEFINITION_DERIVED,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/4c132295533d_K_paired_effects.csv,n_increased,CSV text/parsed scalar,15 rows,Number of seeds with a positive paired change,count,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/4c132295533d_K_paired_effects.csv,n,CSV text/parsed scalar,15 rows,Number of observations contributing to the summary,count,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,Blank/NaN values retain evaluator meaning; consult generating code
data/figure_source_data/4ee4ce7f2427_snapshot_grid.npz,X,float64,500x500,Cartesian x-coordinate on the 500 x 500 display grid,m,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/4ee4ce7f2427_snapshot_grid.npz,Y,float64,500x500,Cartesian y-coordinate on the 500 x 500 display grid,m,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/4ee4ce7f2427_snapshot_grid.npz,p_true,float64,500x500,IC-FERST reference pressure,Pa,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/4ee4ce7f2427_snapshot_grid.npz,p_pred,float64,500x500,PINN-predicted physical pressure,Pa,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/4ee4ce7f2427_snapshot_grid.npz,p_error,float64,500x500,"Signed pressure error, prediction minus reference",Pa,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/4ee4ce7f2427_snapshot_grid.npz,S_true,float64,500x500,IC-FERST reference CO2 saturation,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/4ee4ce7f2427_snapshot_grid.npz,S_pred,float64,500x500,PINN-predicted CO2 saturation,1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/4ee4ce7f2427_snapshot_grid.npz,S_error,float64,500x500,"Signed CO2-saturation error, prediction minus reference",1,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,4004 NaN values; in 500 x 500 fields these mask excluded well interiors
data/figure_source_data/4ee4ce7f2427_snapshot_grid.npz,time_seconds,float64,scalar,Physical simulation time,s,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/4ee4ce7f2427_snapshot_grid.npz,time_display,float64,scalar,Physical simulation time in the unit named by time_unit,see time_unit,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/4ee4ce7f2427_snapshot_grid.npz,time_unit,<U4,scalar,Unit label for time_display,text,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,None
data/figure_source_data/5076b023483f_snapshot_metadata.json,label,str,scalar or nested JSON,Display label,text,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
data/figure_source_data/5076b023483f_snapshot_metadata.json,run_id,str,scalar or nested JSON,Archived run identifier,identifier,VERIFIED_FROM_MANUSCRIPT_OR_FIELD,JSON null if present
